["Column0","Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9"]
[422,"1vHTy",949,156,473,649,"aRFtK","eIvaj","mghfR","k0KiW"]
[475,"DkK0l",200,656,251,364,"O2VfB","AUrwZ","le9Lh","yMdd0"]
[637,"J6Ych",237,497,368,349,"WaEUB","5fWvR","IW3IN","NNxk1"]
[556,"CzHAZ",715,64,47,648,"T50LB","XKRQK","T0l0b","xyWuP"]
[243,"KMapF",63,200,126,837,"3zy3T","K0T1e","wdNHd","2nnqX"]
[895,"MGzZY",541,412,804,243,"ZSvvh","4VfYW","wkcLe","DsdAh"]
[899,"4hhKP",802,124,672,719,"gigEz","agBhw","Rsri5","XXYmc"]
[674,"VWAQz",639,496,125,362,"XIaDl","0vvCi","rKxK1","N7fJJ"]
[190,"0FpfM",877,18,597,110,"wXwR5","mXlGj","uQ5md","m4rMv"]
[248,"2I6sH",92,863,357,258,"YVsR9","5B16g","TUzfZ","rZSg4"]
[780,"qG0Gp",396,946,789,934,"oAEux","kq7tc","ydgsg","hYHdr"]
[104,"FmLMn",614,719,81,192,"Q9Knj","mC0Wh","h1dy9","lDY3k"]
[579,"sHLnV",99,428,666,916,"J9s3q","TOcd0","HcuTx","Xsg6p"]
[781,"AuVBa",695,352,573,134,"ugF5H","hG39b","6BeGD","5V6ij"]
[993,"9NWdH",177,300,992,531,"evxpv","nTXMA","owvKM","20lNf"]
[356,"WGmbt",611,895,88,389,"akQ7D","PnxuX","cHFDc","10Pl1"]
[241,"qT75T",521,792,139,309,"EdwAo","9XUtH","BlZRX","krv4A"]
[160,"Suzvc",347,381,561,245,"4vIj5","WSc66","bM9iC","BI1FX"]
[791,"FM3LT",262,382,308,466,"Yy4yG","treXs","6G4FN","R68bo"]
[158,"oPTiO",402,751,39,601,"AE8ez","FQ31P","L9MbK","g65S8"]
[102,"smM8c",453,265,276,294,"b9ujL","nzFHJ","XetxF","skq4w"]
[310,"oRy8t",76,707,260,410,"yV1iB","an9qv","TpfAB","ymkeU"]
[200,"wMgQA",715,58,720,599,"TGoEQ","4S8J9","3sT7Q","f7whF"]
[600,"qUWVn",228,203,206,352,"06kuU","OVqFW","LyetA","Y9EHm"]
[259,"Dv9NK",744,889,603,783,"8M9LL","w8otH","uB2rr","4x5iW"]
[533,"ksFEU",539,321,651,343,"9nFKD","uIpGg","yUTzB","FD2D1"]
[103,"OT4Cd",80,110,13,321,"IruNs","lwCGL","hpSqS","L9p2F"]
[738,"sntf8",267,548,540,267,"XXqRb","6tdVl","nM5U2","3xyuJ"]
[74,"vdMot",681,580,770,552,"wMMom","3AVU8","Pyu7f","kw7NN"]
[720,"2t9DR",720,995,515,368,"Og42k","BtPBb","ByVy6","SZIWb"]
[255,"hFLkH",143,486,645,16,"gV3Dz","zUcOw","xBJox","ab84s"]
[568,"NXglT",853,718,998,910,"Phr4o","6XQd6","53gGm","MxvxO"]
[984,"iJ0BE",194,213,90,827,"mt8Cu","4PPJU","I80de","jLkyD"]
[78,"hAwr0",490,425,610,353,"SUOeL","R4wPM","hT4eG","3mDFK"]
[858,"mrd7j",947,856,670,690,"GIftk","cGcgx","VzrDn","OhgDq"]
[419,"8F6eQ",836,785,788,710,"l1Iw9","XNNQ1","iIZGa","DJ45A"]
[769,"2J3sr",784,849,737,540,"m76QX","5pimb","i0nSi","5A9Uc"]
[411,"gJ4Rp",391,240,981,370,"a24ZX","XZ3se","FiHYE","hKJoq"]
[993,"ptxLu",967,455,467,702,"6P2cj","4mdXL","VRrLq","ggdaY"]
[364,"XVNfY",809,144,660,580,"MuvUL","rDMxV","WKopx","GbdCK"]
[528,"NXknb",512,805,738,558,"RP1LW","X9ACr","lv1pG","XDn2Z"]
[480,"exjGc",856,107,812,930,"5Cf9W","ou1lV","YRtoL","3mPrZ"]
[493,"PDfWq",487,186,200,506,"F9WPt","l61tP","3uCs8","V2WLi"]
[158,"IXl5r",82,980,973,666,"ovBHn","Fl4lx","KtBAT","JAfLc"]
[84,"zYyVR",918,432,383,990,"sqUGl","S0Wjm","nsjJa","bJJOa"]
[666,"cFA0v",564,778,117,592,"5W47h","fbsbF","l4esn","NkAkd"]
[524,"sNdDp",112,704,910,503,"X26X6","HbYBo","iwkox","dckE9"]
[507,"JZFX7",714,107,32,509,"iRe7y","krhDu","TouUs","ovR6m"]
[428,"0FTjt",218,156,641,936,"6wmCQ","iMFAm","Q78p9","tkZCS"]
[437,"TpqFi",670,272,98,475,"16XVF","wWF4c","GSHDZ","rYrkt"]
[91,"9X4QB",195,370,945,476,"MNFC2","AVNxu","qaI8s","uHLna"]
[460,"YgvbR",606,639,710,112,"AbgT9","Wflga","ogYE6","ms80e"]
[983,"3svEs",317,487,745,203,"GJtuN","6X78n","qfLAO","zH0Pq"]
[595,"fnWsZ",300,302,668,993,"4XHxL","YCEK6","T1cZB","PrItj"]
[823,"Qa0kz",626,292,502,340,"rSWXP","jXxNg","FjavT","IKPTy"]
[155,"FzTc7",919,615,31,376,"q7qOI","AQrbc","LguSP","BNnER"]
[487,"tQdR1",907,915,386,705,"h2KQ7","EXaZG","MULyC","AOlzo"]
[454,"KBr0S",223,775,175,221,"fBHSH","nrP1j","wmn4H","OsBOl"]
[205,"5D3sQ",64,423,607,257,"lERGl","G51hj","znOR4","FKWxv"]
[347,"hZGWF",313,22,353,564,"rkfN3","GEy6U","c1G6i","mO8dY"]
[331,"gTbVI",150,855,525,621,"BBplL","FGIzU","fHcN9","cxjvI"]
[509,"UWb9c",71,366,190,990,"zXpR8","z5Usy","enAvx","WzFDE"]
[971,"GQeaK",416,458,779,135,"yGXCa","dhTbM","JuHzG","WjIGl"]
[956,"TpXZt",403,500,346,380,"AquRn","rsWKR","U7li1","Wxxje"]
[299,"cQm02",501,16,909,700,"N6BIu","AOn07","DRMWV","tFKSs"]
[554,"zx1No",724,17,725,84,"G6VnK","zqQJM","uyy3x","88jjw"]
[38,"J5pmH",423,856,700,500,"R3tNn","43mpq","85vEl","Jmufw"]
[987,"ofd7Z",22,303,450,18,"NI8jF","Puaco","Sc0Xd","slMIx"]
[806,"ZgEXo",37,767,167,105,"HQYQt","rTl5C","PtWFa","AcuSP"]
[137,"96uuL",712,822,953,216,"6HkNX","GcuiA","FiBda","fjv3l"]
[970,"xctLf",338,211,165,452,"BQPcX","FtBif","i9bub","G6vYg"]
[267,"Vqouf",33,29,264,982,"pk2N2","4WkBg","Pl5Us","aaIH8"]
[993,"qQcbR",142,553,918,65,"5qOdX","JrW12","nAXE4","bSz8l"]
[933,"4VxmZ",971,303,574,453,"uQoGN","gfG0F","LeEyV","8Jcl6"]
[844,"TurXy",914,996,827,82,"p56em","X37SF","q6HQY","zSfHV"]
[725,"04RGS",854,205,105,310,"CXRmx","94RH3","eW9Qf","gvnV4"]
[150,"O6xTF",912,201,17,924,"kTBQU","fWR4z","lAua0","y7ROT"]
[822,"pu0Yg",140,292,447,509,"4J870","ZJsbw","dfeiE","3eteZ"]
[908,"PIMCA",305,501,894,869,"HAvyw","RLNSo","fFPiE","K8BMi"]
[424,"ki3hW",688,978,732,693,"30sWv","7dRCp","fZVln","rJUOD"]
[500,"KsQwr",428,260,592,46,"L2gnf","afag3","dFWkp","7zlps"]
[418,"U7Few",215,977,378,819,"dXCRB","h3t7Z","q5Dlq","Va2Et"]
[666,"9XzgH",407,499,539,660,"EjC1l","1K8xu","Ol0Wj","oldjC"]
[137,"l3LJH",62,757,215,398,"LX6w6","9BnCM","s53KY","LpDYA"]
[459,"zqG9c",724,285,887,679,"c897z","nInOj","JjkqH","eKo9M"]
[784,"ooq5W",390,398,796,990,"NjsCv","lITIU","egIi7","WXzpd"]
[623,"iJWB5",564,832,531,742,"kGvj6","kLyzB","S6Qt6","W64oF"]
[320,"o3K7r",408,203,429,510,"Mxgjp","yOoXN","ISKJI","0vdAL"]
[836,"oUsHe",298,901,239,611,"twjsB","ZqhDO","S6eDj","lLNFi"]
[11,"dwFSp",441,503,575,990,"G4N4R","FOkpy","WC6It","W7zck"]
[30,"NRrNv",416,72,413,563,"XFfJL","52J4y","HKskM","9BWCW"]
[533,"S01hY",842,189,768,238,"mzp2P","iIkHr","4TQaS","fPoHF"]
[252,"rALah",188,127,431,277,"668UM","wdZ82","gkAT6","Menhl"]
[458,"pj68t",495,627,425,809,"WatOn","B1kJX","xjqac","3KYUk"]
[313,"eUpqM",818,751,960,43,"AI6tq","oaJRx","gpvI5","3XPhe"]
[939,"FOp4B",767,518,254,756,"K27KW","aj3uk","b1jcr","NGIro"]
[747,"0Ou92",375,986,506,876,"Ggj7n","P2ZOS","4J0l3","PUcFJ"]
[815,"JCVFe",891,982,583,935,"vyx1D","b8c7X","jL8Qf","OZCLg"]
[709,"mWzLq",81,965,607,935,"ggb6T","Bc8V0","NNxxX","maRql"]
[722,"VHd3N",301,988,24,943,"KRUkQ","9LSF2","gjpPh","EWc9O"]
[55,"G5ucM",136,997,660,421,"nn2Ej","RtM5w","FBTsQ","zHwFV"]
[275,"K7y71",439,330,971,526,"boNql","H4vg7","4RwbE","57ltu"]
[162,"vi7b1",271,470,681,127,"NO9hq","faPar","SOgDe","VdIoJ"]
[535,"olCYG",80,566,493,409,"lhG2o","cyZps","NDzfO","UNlVV"]
[948,"UZBk2",961,275,76,337,"kJWJ2","SwGgc","a9CDw","kechl"]
[489,"t4X5g",455,254,319,822,"Nfxyg","H365w","EVTrL","9GUXh"]
[349,"gNCVo",402,704,33,835,"ePcqn","vZoYn","7jvee","eZrBy"]
[26,"I5rTE",250,152,618,248,"NQHBc","UJzXM","9qPre","Tb0YL"]
[303,"Houbu",427,464,878,797,"MvkAW","kXYZE","oxf6t","jOB5h"]
[560,"3IqvM",184,699,525,210,"geXwa","uamQc","L1pMI","O4kLa"]
[370,"REEDR",806,708,498,802,"mn6HG","qSz9U","8CZ1X","V9hFV"]
[312,"rt7db",198,710,633,407,"slIo2","ka6P9","QVrnI","rHPww"]
[130,"dHu5g",829,983,64,673,"XtrS1","bhY6t","FLO4y","lDFDh"]
[854,"kHTl1",336,128,973,388,"GHi8w","Vg4Ny","jp6xF","3ga6W"]
[164,"2a3Yg",419,208,624,578,"7gstS","fAZDJ","CPuPJ","Hiifi"]
[854,"CpUSS",858,100,171,215,"JIPTF","Gvtz9","Z1aBU","Krfnu"]
[599,"WBJWA",78,381,221,578,"8ntmG","micKp","DZv90","ov71O"]
[26,"d0e7L",869,862,893,219,"wkG11","sWcEz","qq85V","SPZvm"]
[170,"pHvAl",713,400,991,985,"4Zs00","C0LsS","q0hJ4","pMWv1"]
[669,"N4YNS",223,722,600,345,"IE5OV","SPD6v","znmRx","8VgpQ"]
[823,"4OGR4",21,224,707,560,"MUW6C","98ycB","f6hL9","dzUj0"]
[834,"kPNkU",970,322,971,341,"1JFNe","Xc25R","jBF7d","OTiWM"]
[416,"3L90D",780,577,312,843,"bpVzE","MWli8","NhpqU","eTOej"]
[557,"2orZj",948,331,758,129,"aNZNL","Cpknw","t3Ieo","zLvPO"]
[3,"z3Emy",144,815,298,371,"YdLGd","aBCZO","Ptfl3","bO7eW"]
[284,"uZs0q",529,272,987,605,"bLcKl","yH6MB","WN0Ge","7IKuN"]
[166,"HZIBe",99,693,570,931,"QzKPT","rpkMF","rnred","GhNtA"]
[631,"KavsT",785,583,838,500,"KCxwN","24yP5","dzNU3","uNuVW"]
[296,"6RJKe",529,607,363,712,"8jYsg","CIK2F","OaNAy","KqXAJ"]
[940,"pjw0M",796,716,405,855,"LMpl3","xYmu3","jfOcN","sIoLc"]
[155,"8P4PG",877,521,333,435,"U5uxt","3kLIr","ug9XU","GYB1e"]
[735,"xMy8X",63,936,232,711,"zTKtS","Y25wf","EN3jE","lveuR"]
[727,"bqnp6",426,414,869,374,"W9fk1","V18ej","iEuoj","X35mA"]
[768,"vlSVB",986,295,628,113,"VavXJ","v7KXf","I3QhW","XYOeO"]
[583,"6BYvo",235,489,434,820,"c9DCr","yo4YU","ciPzn","n8wTt"]
[501,"CLwq8",690,948,323,635,"s5NPC","DlO7c","QLSHb","BiU1V"]
[420,"EDBel",46,750,975,312,"G2e6K","Fyfzi","AIsTZ","c8Ygg"]
[181,"hhT2t",542,413,374,422,"io49g","h5Eew","i3Qmk","JDG97"]
[740,"Bemex",650,22,980,289,"fpYUd","GR5I0","5JmOE","SOsnj"]
[154,"ZAywR",695,709,125,975,"hC8A6","lU3i1","vvulw","HySAo"]
[652,"oADlh",800,777,36,26,"PZdJ5","JwT1v","Bn0o5","h2TvP"]
[611,"kQQPl",29,77,150,981,"rg4pR","iinSm","JPU6w","ScnRO"]
[864,"ZPhXk",685,548,371,166,"kb8uv","ribax","0Axp4","lZOrx"]
[313,"9Md0O",463,915,252,874,"FdIMs","BU2zZ","e12tN","Jd4Ml"]
[473,"TaxmZ",511,814,77,147,"Z23OQ","CwoIO","OCUCr","CZZWW"]
[712,"dwDl6",259,843,2,681,"8Syx9","AZGN7","SjSUh","aDHYh"]
[437,"cJl1s",512,345,57,127,"FVKAu","aAkqi","9F9gI","iJU6S"]
[605,"kpiZg",503,276,98,320,"NZV7p","Sziod","0nSta","5SXTd"]
[884,"1sxOK",617,819,103,818,"3hiKk","K2aK9","6ZEr3","s0FiW"]
[699,"1xrk4",406,36,632,52,"hGpQt","24hyE","rmmh7","FWv5b"]
[811,"wFrB1",661,99,561,717,"Q5xnA","WA0UZ","iS4zE","bhBrm"]
[898,"dnExV",714,39,592,667,"CfXTS","jp6DB","BpgJq","HWWtv"]
[770,"H01SK",682,627,518,123,"HEqTr","5TlAw","BRe5n","Y5RAj"]
[877,"mRMIm",229,682,831,316,"Fue7M","5sJ9u","D3aII","hERrx"]
[593,"2r2Q1",632,70,158,832,"laQSV","yYA7k","TLU8Y","PUFZx"]
[838,"sW7o6",331,297,256,645,"s6NN0","XaiiZ","CY35c","6JHSj"]
[981,"QeLRE",501,817,200,633,"3n7Ie","c3eIK","k2YUj","vegTv"]
[973,"j7miN",37,623,967,209,"Qu5LO","NwoPx","vwNbK","Mnj5W"]
[366,"WvLYP",63,878,212,747,"Sn21h","wkY5O","wrSsb","46vXG"]
[913,"b9d4r",100,512,294,418,"KBCgi","iJsCC","IaKHs","xC3AP"]
[693,"S9B4j",811,341,478,690,"htX8b","nk3kI","AMKll","3Ey8U"]
[59,"R4GzU",22,684,705,62,"vwMFt","SYKVg","hIbAb","JJsef"]
[975,"tF2OU",891,458,648,963,"5Fve8","YyoZv","5shkT","OeYqa"]
[568,"QNBM6",967,344,844,178,"tq2D6","tgFDC","Ibu1S","emmJ1"]
[357,"4sBW8",262,999,660,323,"3TIsE","VYxgD","un7If","5uh5Z"]
[639,"Igpby",137,917,953,495,"4UzQ5","CI9Vj","GzRqH","a1WSu"]
[898,"NZcTH",186,130,640,556,"n3MJJ","C1XAY","xtmxt","ZeQs7"]
[996,"9Plwb",562,867,196,34,"SffTR","DqjUx","H2xTW","SqNvW"]
[156,"waGiO",713,616,935,295,"hQP8u","j24of","J1kVp","Hateq"]
[340,"UYa6E",5,855,21,638,"NSujf","A633e","8PgNr","1Rimq"]
[814,"1Co2A",746,479,788,282,"idbGb","VffAA","ZTojr","i5DEf"]
[765,"CF4LJ",565,653,963,510,"36rKx","xk5dH","fQ4nW","1wT17"]
[777,"iLlcu",81,965,77,867,"lgPhc","2pLsI","GOWLo","DWcBh"]
[365,"2V8cB",607,261,296,554,"UdJBv","nJbd8","NMmb0","f6RMw"]
[550,"xXp9f",728,827,888,658,"vg9ZC","gK8B8","kxWg9","YMZrR"]
[250,"xYcUP",87,464,761,707,"IaPO9","cQOPS","OizG4","a87Wf"]
[917,"o1CGH",161,231,952,855,"w5cGb","h7Pc7","afsYy","2wDDd"]
[881,"8itjW",123,8,691,278,"4s1Az","gc3mM","7L3La","QDObg"]
[216,"qAFOR",962,526,790,335,"cPrXQ","5gC4A","jDg6A","hAfcV"]
[53,"p3p3E",95,37,674,538,"do8mh","nBxX4","ARJXN","auY75"]
[74,"mTrKW",0,694,44,959,"kzqYQ","O87ky","2nRS3","2YtRA"]
[492,"LyP5O",510,211,300,494,"YRCL7","gXtfQ","KXeBe","5nJgW"]
[586,"s4TBd",628,555,798,323,"a1XNh","OZ1tw","z964C","Muu3Z"]
[96,"UTrz9",220,777,344,839,"OG6lQ","iLOMc","nd88o","La3kB"]
[527,"SfErG",424,125,236,158,"YURhj","9Q3lD","rqxpp","rWVH1"]
[57,"LchAg",1,155,570,986,"o5jyr","8fTtK","IejvF","euAsn"]
[106,"nWLId",133,606,643,682,"X8NBg","r0eSW","Ecuk0","3Im1L"]
[154,"lrwkB",799,759,867,377,"TyxFO","FX1yI","yEfZP","NRkPQ"]
[874,"nip7b",857,986,884,516,"lTBfi","aWSOR","Zd1ae","2tWR8"]
[474,"PGiaR",613,960,829,54,"nt49w","ck99B","zat6i","fHqJK"]
[299,"EM9Vl",155,394,255,613,"id7o3","Hc8gQ","mjILb","Yl4hI"]
[286,"WzZRQ",702,529,829,825,"UoOGN","AHzyH","sNvFj","Zmwfh"]
[704,"HrXxd",242,922,143,343,"aVLNr","awBV7","LSC9C","MKp7K"]
[535,"XYnqu",382,239,921,774,"gBbGn","lya94","GVCG9","nURbX"]
[663,"b9Sbu",525,379,53,342,"uR01g","OZ6Mb","I4eXS","XERx3"]
[256,"bGFhK",742,407,653,5,"wvKzD","kJ6Dj","yNdYM","F12Nj"]
[424,"PeZiJ",96,27,148,981,"8OYjc","68wZN","0FKWO","0XSnO"]
[856,"Z2L5S",780,489,95,995,"P5jU7","fe48a","cHyNh","lx9pJ"]
[116,"1RVmE",447,958,975,903,"xFUff","IzgLM","sqMnE","mE1AV"]
[301,"wI4YC",3,901,454,873,"9qlxG","IM2za","BOP33","GULkK"]
[232,"IS64d",184,668,751,106,"fyXH5","3dhjt","zUk5G","vpXxz"]
[264,"ICe9l",316,458,918,793,"IMQlO","sZ7Jp","ezcs7","YfQB9"]
[414,"mMkyL",229,430,149,185,"eZ3hJ","Hr4yM","c1ByL","1EIAB"]
[411,"tnGo2",126,61,67,281,"50Z4Y","x6Hoz","Z1cQK","FddUD"]
[403,"cdOUf",165,968,629,692,"vsr36","cJ8UM","Qh4tU","GSet1"]
[504,"uP01o",750,771,290,966,"gPJhJ","bZqOH","WPJec","l13PN"]
[58,"qmDmD",299,640,16,232,"amo16","M6BxP","qYCZr","z2QiC"]
[926,"ziGL4",794,390,779,357,"KvnE8","FtrC9","EDbDk","ZhDwS"]
[480,"GLS0b",761,771,543,264,"iNELf","ln2y0","aAgqU","eVauZ"]
[15,"YooSh",3,155,339,627,"68jVY","PSrmg","mP5dH","XX0qJ"]
[386,"yABkN",72,997,905,722,"NqSiX","TLkoS","p3mjA","5uym7"]
[978,"y2Jip",939,463,395,93,"W9Q28","FNa4i","N6gyV","bMDXx"]
[946,"dhhtR",939,247,608,201,"H2Bjq","ghDSP","arezb","KIwbw"]
[684,"TexIv",859,472,42,81,"aiY7f","cUiHY","bqukr","p3XgO"]
[694,"trUih",265,159,26,126,"vvcDv","ghFjS","ojana","JcDg3"]
[859,"JVwpC",590,192,561,690,"VDPyC","EoeVx","f8wl8","XcFFg"]
[176,"5vQ1M",984,511,989,452,"y4YhM","4Y5B3","EMDwW","280pL"]
[278,"6cV2F",490,179,69,730,"8Fh33","FoSvc","BazS6","TzEhj"]
[16,"4iBqT",100,875,711,733,"vtUeQ","gsXH1","z1cR2","iEfSw"]
[192,"VunH6",575,604,55,971,"xNjys","nZ57o","2od20","6WiYV"]
[605,"gGR3R",794,703,669,312,"VbyPD","GXj3t","tt1MT","J46xJ"]
[612,"2U5pw",494,440,170,650,"IFsPk","AHtkh","161uQ","e4wvt"]
[764,"4OEzQ",229,414,446,679,"XPiAw","BbCb0","DewUp","DYdul"]
[51,"savAZ",246,658,979,301,"ftBx8","gDcuQ","akstf","KCwu1"]
[14,"lxd2B",490,101,9,767,"Odwpv","rCbGm","SRQlD","6Z0du"]
[201,"Owqmk",512,323,733,390,"Q99yv","rkRn7","CoWPQ","N7miq"]
[267,"RkHWD",256,318,2,247,"LiRGp","SJrCM","q9Wwh","Ckgtr"]
[401,"XxUrK",37,69,485,527,"WLLR8","3aaC0","OIBHO","4ynkT"]
[821,"Bzv5i",37,623,227,483,"7AJMu","dgC4A","3mPqb","2wC9U"]
[191,"mbCyj",960,478,197,72,"J0tj9","uOggW","o42Sk","oOEzC"]
[419,"wSqrl",690,617,231,135,"GuHkN","uCRKq","Gud5o","bpRFK"]
[542,"d3WWe",636,416,521,277,"2YxEY","zRbe0","ykbe4","r2baz"]
[396,"XJqCW",959,400,31,88,"E2psa","5NWOU","2wUcC","HtDaV"]
[575,"2zJJm",402,508,449,342,"jsBLa","DT7Ze","0d7Jo","hhDwD"]
[643,"htVJo",26,877,735,305,"oc6X0","RSbrn","mshFd","kO1xQ"]
[209,"pKQkB",812,321,676,432,"rmYPl","jVYCa","QknSm","9x77J"]
[602,"TAs2H",95,250,83,875,"wgQP2","PPCcO","3BRH7","J2H50"]
[295,"L7XRm",205,660,892,948,"WQY2n","16WEK","YhMwF","UmEMj"]
[921,"jNVAn",337,719,837,190,"kQxp9","pIKCa","JRLqz","omuh7"]
[382,"ymZiN",835,880,586,716,"5Km3d","yIvDn","oloEg","RRRHf"]
[339,"bEPPZ",528,791,524,431,"70Kg7","Gi1sS","UWfwD","98VX4"]
[564,"X988E",743,329,112,957,"0TFSx","xz5vj","oYZLr","omuyI"]
[627,"Xw6X2",878,411,835,525,"CAXXm","pNRM9","AZcoc","y9k5x"]
[668,"mh3YX",36,693,314,568,"3ICuB","1qkEo","9VGfF","49FyQ"]
[686,"3Un86",660,170,630,979,"jWlfr","VSV8q","iZIGi","nyVdt"]
[502,"1FmVm",272,92,877,138,"LbGja","GUfER","jyroT","XrWg6"]
[835,"ZeJln",831,491,756,701,"plRve","WW901","cf5HE","4YoCa"]
[908,"K47Yg",204,887,370,354,"DyKA3","G6VcG","O8eud","Vv8QZ"]
[984,"sCRKU",87,491,412,785,"yZDnn","E1gO1","mh5H3","lEHom"]
[237,"CqrAY",993,195,936,203,"UmZ57","ieP0C","OmUG1","Nc3MF"]
[342,"nxtg6",350,575,145,412,"DNxDb","4BuPv","Uf873","vWt54"]
[125,"Exw0M",654,385,399,415,"7lqF4","b5N2e","XYx3R","Yfvqk"]
[862,"mmNzD",310,414,145,956,"cF9vV","9VT8r","jcQgn","QKDdi"]
[717,"EgUFi",814,975,94,65,"bqljU","mbadv","F4woC","Nje8z"]
[672,"S4XTr",898,510,41,977,"CnrM6","mydaz","2A045","RD8VJ"]
[785,"jKuhJ",301,653,991,582,"rZgFv","KJt8N","LGmVF","8436b"]
[50,"wGJhr",106,493,413,435,"AUELT","J6NHn","haDDv","l45et"]
[299,"ZWqaZ",490,210,753,168,"IfPkn","AjTQk","Ury3R","0gKjg"]
[336,"nrXdZ",543,597,548,905,"H4Owx","OAwEC","LJbNv","JgxTe"]
[148,"gLJzN",638,916,785,886,"hnXNU","qf2T3","k6IEN","AeDqc"]
[903,"JL4N1",965,818,402,983,"50VLN","F7B8F","xxs59","zWpoM"]
[826,"BsB1e",17,486,143,580,"u5wCX","F0ulC","plDCq","8WkyK"]
[880,"7nX0l",370,689,585,89,"fSov8","sbzoM","Ye6Dz","3mpbz"]
[537,"GmvgE",630,787,399,547,"GP6lA","uKDwn","Z30RE","v1xUJ"]
[760,"XkvH0",803,144,551,85,"faCEX","YVuJD","Lr5oo","KMg3q"]
[101,"AjCWv",14,526,126,214,"sO7VQ","M5K9Z","HuGDQ","h5BJ3"]
[553,"zgeak",912,133,851,116,"p1RZx","grDu2","j1uWX","nYikJ"]
[348,"fSUN0",46,862,645,189,"ZUjG4","EI50g","YRMhH","cPfa1"]
[35,"wHouB",248,336,961,298,"X2PS4","rY82Q","A7bnD","FdbVk"]
[288,"bqVtx",536,798,209,561,"knCHq","lK1Yk","T1A3z","pYtZu"]
[749,"LMas9",890,966,902,460,"EzIyZ","hWFeE","oEQR0","tBDRS"]
[656,"6vvTi",574,827,595,398,"PDn5G","9VDEP","ZWr1j","VnWdE"]
[19,"ioB2y",364,384,382,652,"dcuY4","Meuzk","9hvRN","FEi9s"]
[281,"cz1Yu",624,840,400,34,"gpKUV","0C8hK","ETqrS","B2T3l"]
[727,"SVEJS",681,934,661,662,"BPRPm","SX9Ps","z0iD1","Cu0kl"]
[784,"nvA5P",643,352,943,71,"v2txJ","m21hu","f2mV6","sSjNy"]
[307,"Wep47",62,684,526,861,"KHofK","q2DK9","fIUhY","ANWmE"]
[436,"m3FGK",481,641,714,554,"btq19","UsNrF","V110Z","gyWH0"]
[386,"NIJXJ",43,52,149,760,"YN3zB","8Krgm","uO6ct","spj9d"]
[475,"9scqI",311,760,579,515,"Cgqr3","iiVQo","MAc5K","dydUF"]
[81,"9ouGQ",307,888,833,230,"XyUMF","ryViS","YXRB1","rndTp"]
[136,"P0ltM",727,602,812,369,"TBoXW","1u0TK","i14Az","C3J05"]
[626,"TJeEJ",660,522,978,484,"aZiCc","LhvXA","G2zCl","JFX72"]
[929,"8q01E",310,647,772,115,"ooANl","gJCzU","fqxRC","U71CN"]
[457,"uccnK",187,623,899,830,"KAeAN","doWzV","ZNCfa","M6p2b"]
[960,"xa1Ju",582,797,512,383,"So2ic","DksGp","1ySiK","2MhfW"]
[501,"Ts55a",380,572,218,583,"K5W8g","UjcUO","ihWW4","tcRIe"]
[728,"TrX9a",138,773,217,446,"tDy2Q","R2j7E","QArPG","efIHP"]
[566,"v38h6",549,413,181,987,"o08Gi","7gfSn","I0WH3","bfCKE"]
[814,"Vkmpw",554,564,609,573,"lN1aD","PKeg9","YhuqP","xw7jt"]
[396,"hwtzt",762,747,589,538,"j1pi4","RPs0A","8ZCnN","0ZxLH"]
[288,"jTgsg",492,971,447,24,"VYZZl","536rz","h5e1a","ufUef"]
[735,"WKQm6",500,231,992,181,"jQUrt","9M7rX","MjW7k","6iXOI"]
[705,"tPecV",997,400,737,490,"8YdDi","b2HEz","dccfJ","iNDxX"]
[264,"IJhpq",770,219,647,335,"iiQVe","sIcBx","KMmcA","XtJSH"]
[140,"14iCN",463,956,121,271,"BUpOX","aWpfs","y38OL","tRJxn"]
[824,"nu4Tx",804,284,568,499,"sjQ7I","i68rT","Z2kB4","Y40eU"]
[41,"jlMya",880,504,180,534,"7ORhT","lJkOt","kJctI","36AJS"]
[664,"guj1w",562,12,628,983,"uh9cX","2UBOT","CUMlx","CvX1g"]
[402,"Mhp9h",52,347,749,468,"00bDm","yU6Oc","ZPsA9","Agmwf"]
[348,"7jQOe",246,986,768,778,"cl2JB","kzJTR","nYZvN","d5c5L"]
[880,"7jfww",878,743,800,675,"Gf7wX","GpmOf","gOSA6","t3Jxq"]
[708,"DG4tR",553,46,298,603,"2Lnhl","a0W4I","s2N2I","laG0M"]
[777,"qlGTx",361,766,125,932,"dG0oi","uTVaq","uofEg","24JMf"]
[93,"V6Vkw",408,790,288,74,"QuSBQ","PZW1G","STtMi","HpMQb"]
[572,"wBlZy",692,611,582,593,"GwvLy","HYTqG","hH3aR","EiLCu"]
[485,"SaSmq",549,581,340,317,"t4GH3","66tKX","It64R","BsSvQ"]
[756,"G2Kh3",439,664,224,233,"aC9kA","YmSKX","iOSdn","vukTi"]
[830,"I19ar",536,240,443,92,"motCR","OyBRx","JQAMJ","gcrl9"]
[926,"JP7UV",409,377,35,545,"WonVm","G49J3","axxrM","h2Vol"]
[646,"YqyuP",518,265,95,792,"su3wK","q5tLw","8eJJM","bvp3Q"]
[847,"0GDud",278,646,597,40,"g5NSg","HfeZR","dcMzu","J4TRA"]
[87,"YyulW",170,985,647,493,"5H2KD","D4QiQ","vuDRj","bEIMm"]
